region,flow,entity,budget_item,source,value
Kachin,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Capital Expenditure,9278.36
Kachin,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Capital Expenditure,3650.525
Kachin,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Grants,20
Kachin,income,State Owned Enterprises,Myanma Motion Picture Enterprise,Other Income,9
Kachin,income,State Owned Enterprises,Myanma Salt & Marine Chemical Enterprise,Other Income,2.94
Kachin,income,State Owned Enterprises,Public Works,Other Income,17148.001
Kachin,expenditure,State Owned Enterprises,Myanma Motion Picture Enterprise,Ordinary Expenditure,11.19
Kachin,expenditure,State Owned Enterprises,Myanma Salt & Marine Chemical Enterprise,Ordinary Expenditure,14.97
Kachin,expenditure,State Owned Enterprises,Public Works,Ordinary Expenditure,16849.224
Kayah,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Other Income,213.448
Kayah,income,"High Court, Advocate General, Auditor General",Courts,Other Income,0.453
Kayah,income,"High Court, Advocate General, Auditor General",Legal Offices,Other Income,0.022
Kayah,income,"High Court, Advocate General, Auditor General",Accounting Offices,Other Income,0.003
Kayah,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Union Govt's Support Income,1000
Kayah,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Ordinary Expenditure,2187.989
Kayah,expenditure,"High Court, Advocate General, Auditor General",Region/State Hluttaw,Ordinary Expenditure,41.393
Kayah,expenditure,"High Court, Advocate General, Auditor General",Courts,Ordinary Expenditure,172.992
Kayah,expenditure,"High Court, Advocate General, Auditor General",Legal Offices,Ordinary Expenditure,116.964
Kayah,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Ordinary Expenditure,2191.432
Kayah,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Capital Expenditure,15.62
Kayah,expenditure,"High Court, Advocate General, Auditor General",Region/State Hluttaw,Capital Expenditure,2.4
Kayah,expenditure,"High Court, Advocate General, Auditor General",Courts,Capital Expenditure,36.2
Kayah,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Capital Expenditure,5.5
Kayah,income,"Ministries, Administrative Departments, Municipals",Excise Revenue,Tax Revenue,23.96
Kayah,income,"Ministries, Administrative Departments, Municipals",Land Revenue,Tax Revenue,83.45
Kayah,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Forest,Tax Revenue,25.558
Kayah,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Minerals ,Tax Revenue,0.3
Kayah,income,"Ministries, Administrative Departments, Municipals",Lakes/streams tax,Tax Revenue,0.558
Kayah,income,"Ministries, Administrative Departments, Municipals",Property Tax,Tax Revenue,45.823
Kayah,income,"Ministries, Administrative Departments, Municipals",Wheel Tax,Tax Revenue,8.933
Kayah,income,"Ministries, Administrative Departments, Municipals",Revenue from Regional State Owned Enterprises,State-Owned Enterprises,105.786
Kayah,income,"Ministries, Administrative Departments, Municipals",General Administration Department,Other Income,0.865
Kayah,income,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Other Income,0.029
Kayah,income,"Ministries, Administrative Departments, Municipals",Cooperative Department,Other Income,0.607
Kayah,income,"Ministries, Administrative Departments, Municipals",Small Enterprises,Other Income,0.2
Kayah,income,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Other Income,0.17
Kayah,income,"Ministries, Administrative Departments, Municipals",Fisheries Department,Other Income,0.011
Kayah,income,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Other Income,0.127
Kayah,income,"Ministries, Administrative Departments, Municipals",Bee Department,Other Income,7.022
Kayah,income,"Ministries, Administrative Departments, Municipals",Forestry,Other Income,0.93
Kayah,income,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Other Income,1.26
Kayah,income,"Ministries, Administrative Departments, Municipals",Planning Department,Other Income,0.018
Kayah,income,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Other Income,3.59
Kayah,income,"Ministries, Administrative Departments, Municipals",Public Works,Other Income,0.08
Kayah,income,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Other Income,637.515
Kayah,income,"Ministries, Administrative Departments, Municipals",Budget Department,Union Govt's Support Income,13606.879
Kayah,income,"Ministries, Administrative Departments, Municipals",Budget Department,Borrowed Income,138.732
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Ordinary Expenditure,1304.42
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Ordinary Expenditure,71.946
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Ordinary Expenditure,120.444
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Ordinary Expenditure,11.326
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Ordinary Expenditure,92.182
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Agriculture Department,Ordinary Expenditure,323.566
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Ordinary Expenditure,12.122
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Ordinary Expenditure,38.158
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Bee Department,Ordinary Expenditure,25.966
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Forestry,Ordinary Expenditure,189.012
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Ordinary Expenditure,86.098
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Ordinary Expenditure,44.521
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Ordinary Expenditure,133.557
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Ordinary Expenditure,86.604
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Ordinary Expenditure,4093.46
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Ordinary Expenditure,506.279
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Grants,20
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Capital Expenditure,1014.065
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Capital Expenditure,2.78
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Capital Expenditure,34.57
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Capital Expenditure,5.139
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Capital Expenditure,48.45
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Capital Expenditure,310.7
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Capital Expenditure,4215.75
Kayah,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Capital Expenditure,405.72
Kayah,income,State Owned Enterprises,Myanma Motion Picture Enterprise,Other Income,6.265
Kayah,income,State Owned Enterprises,Public Works,Other Income,8311.152
Kayah,expenditure,State Owned Enterprises,Myanma Motion Picture Enterprise,Ordinary Expenditure,10.714
Kayah,expenditure,State Owned Enterprises,Public Works,Ordinary Expenditure,8100.547
Kayah,expenditure,State Owned Enterprises,Public Works,Capital Expenditure,125.16
Kayin,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Other Income,1492.883
Kayin,income,"High Court, Advocate General, Auditor General",Courts,Other Income,5.72
Kayin,income,"High Court, Advocate General, Auditor General",Legal Offices,Other Income,0.03
Kayin,income,"High Court, Advocate General, Auditor General",Accounting Offices,Other Income,0.062
Kayin,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Ordinary Expenditure,488.364
Kayin,expenditure,"High Court, Advocate General, Auditor General",Region/State Hluttaw,Ordinary Expenditure,189.662
Kayin,expenditure,"High Court, Advocate General, Auditor General",Courts,Ordinary Expenditure,237.101
Kayin,expenditure,"High Court, Advocate General, Auditor General",Legal Offices,Ordinary Expenditure,134.652
Kayin,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Ordinary Expenditure,261.617
Kayin,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Grants,1492.883
Kayin,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Capital Expenditure,732.4
Kayin,expenditure,"High Court, Advocate General, Auditor General",Courts,Capital Expenditure,156.35
Kayin,expenditure,"High Court, Advocate General, Auditor General",Legal Offices,Capital Expenditure,11.335
Kayin,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Capital Expenditure,22
Kayin,income,"Ministries, Administrative Departments, Municipals",Excise Revenue,Tax Revenue,83.133
Kayin,income,"Ministries, Administrative Departments, Municipals",Land Revenue,Tax Revenue,409.043
Kayin,income,"Ministries, Administrative Departments, Municipals",Embankment Tax,Tax Revenue,0.045
Kayin,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Forest,Tax Revenue,297.372
Kayin,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Minerals ,Tax Revenue,1.75
Kayin,income,"Ministries, Administrative Departments, Municipals",Lakes/streams tax,Tax Revenue,26.037
Kayin,income,"Ministries, Administrative Departments, Municipals",Property Tax,Tax Revenue,92.979
Kayin,income,"Ministries, Administrative Departments, Municipals",Wheel Tax,Tax Revenue,7.506
Kayin,income,"Ministries, Administrative Departments, Municipals",Revenue from Regional State Owned Enterprises,State-Owned Enterprises,37.063
Kayin,income,"Ministries, Administrative Departments, Municipals",General Administration Department,Other Income,8.335
Kayin,income,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Other Income,0.042
Kayin,income,"Ministries, Administrative Departments, Municipals",Cooperative Department,Other Income,0.016
Kayin,income,"Ministries, Administrative Departments, Municipals",Small Enterprises,Other Income,0.16
Kayin,income,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Other Income,10.85
Kayin,income,"Ministries, Administrative Departments, Municipals",Agriculture Department,Other Income,5.33
Kayin,income,"Ministries, Administrative Departments, Municipals",Fisheries Department,Other Income,3.937
Kayin,income,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Other Income,0.487
Kayin,income,"Ministries, Administrative Departments, Municipals",Forestry,Other Income,8.412
Kayin,income,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Other Income,0.035
Kayin,income,"Ministries, Administrative Departments, Municipals",Planning Department,Other Income,0.015
Kayin,income,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Other Income,0.266
Kayin,income,"Ministries, Administrative Departments, Municipals",Public Works,Other Income,0.85
Kayin,income,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Other Income,1446.165
Kayin,income,"Ministries, Administrative Departments, Municipals",Budget Department,Union Govt's Support Income,16389.921
Kayin,income,"Ministries, Administrative Departments, Municipals",Budget Department,Borrowed Income,245.711
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Ordinary Expenditure,2047.896
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Ordinary Expenditure,73.221
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Ordinary Expenditure,165.096
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Ordinary Expenditure,10.661
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Ordinary Expenditure,165.926
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Agriculture Department,Ordinary Expenditure,565.533
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Ordinary Expenditure,69.33
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Ordinary Expenditure,36.138
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Ordinary Expenditure,112.774
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Forestry,Ordinary Expenditure,453.56
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Ordinary Expenditure,151.806
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Ordinary Expenditure,46.643
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Ordinary Expenditure,142.572
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Ordinary Expenditure,56.497
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Ordinary Expenditure,7244.693
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Central Inland Freight Handling Committee,Ordinary Expenditure,6
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Ordinary Expenditure,909.582
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Grants,20
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Capital Expenditure,905.647
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Capital Expenditure,4.972
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Capital Expenditure,31
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Capital Expenditure,0.18
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Agriculture Department,Capital Expenditure,155.942
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Capital Expenditure,65.97
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Capital Expenditure,20
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Forestry,Capital Expenditure,19.81
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Capital Expenditure,90
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Capital Expenditure,6.357
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Capital Expenditure,199.376
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Capital Expenditure,2187.83
Kayin,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Capital Expenditure,812.172
Kayin,income,State Owned Enterprises,Myanma Motion Picture Enterprise,Other Income,16
Kayin,income,State Owned Enterprises,Public Works,Other Income,9437.523
Kayin,expenditure,State Owned Enterprises,Myanma Motion Picture Enterprise,Ordinary Expenditure,18.232
Kayin,expenditure,State Owned Enterprises,Public Works,Ordinary Expenditure,9404.193
Kayin,expenditure,State Owned Enterprises,Public Works,Capital Expenditure,101.705
Magway,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Other Income,1935.138
Magway,income,"High Court, Advocate General, Auditor General",Courts,Other Income,19.015
Magway,income,"High Court, Advocate General, Auditor General",Legal Offices,Other Income,0.086
Magway,income,"High Court, Advocate General, Auditor General",Accounting Offices,Other Income,0.176
Magway,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Ordinary Expenditure,630.612
Magway,expenditure,"High Court, Advocate General, Auditor General",Region/State Hluttaw,Ordinary Expenditure,232.599
Magway,expenditure,"High Court, Advocate General, Auditor General",Courts,Ordinary Expenditure,653.04
Magway,expenditure,"High Court, Advocate General, Auditor General",Legal Offices,Ordinary Expenditure,328.142
Magway,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Ordinary Expenditure,726.302
Magway,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Grants,1935.138
Magway,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Capital Expenditure,236.23
Magway,expenditure,"High Court, Advocate General, Auditor General",Courts,Capital Expenditure,95.42
Magway,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Capital Expenditure,110.14
Magway,income,"Ministries, Administrative Departments, Municipals",Excise Revenue,Tax Revenue,441.768
Magway,income,"Ministries, Administrative Departments, Municipals",Land Revenue,Tax Revenue,1698.305
Magway,income,"Ministries, Administrative Departments, Municipals",Embankment Tax,Tax Revenue,0.003
Magway,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Forest,Tax Revenue,124.343
Magway,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Minerals ,Tax Revenue,11.085
Magway,income,"Ministries, Administrative Departments, Municipals",Lakes/streams tax,Tax Revenue,36.45
Magway,income,"Ministries, Administrative Departments, Municipals",Property Tax,Tax Revenue,311.428
Magway,income,"Ministries, Administrative Departments, Municipals",Wheel Tax,Tax Revenue,108.093
Magway,income,"Ministries, Administrative Departments, Municipals",Revenue from Regional State Owned Enterprises,State-Owned Enterprises,153.136
Magway,income,"Ministries, Administrative Departments, Municipals",General Administration Department,Other Income,4.428
Magway,income,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Other Income,0.023
Magway,income,"Ministries, Administrative Departments, Municipals",Cooperative Department,Other Income,6.579
Magway,income,"Ministries, Administrative Departments, Municipals",Small Enterprises,Other Income,0.17
Magway,income,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Other Income,2.999
Magway,income,"Ministries, Administrative Departments, Municipals",Agriculture Department,Other Income,0.145
Magway,income,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Other Income,259.82
Magway,income,"Ministries, Administrative Departments, Municipals",Fisheries Department,Other Income,0.58
Magway,income,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Other Income,6.618
Magway,income,"Ministries, Administrative Departments, Municipals",Bee Department,Other Income,23.9
Magway,income,"Ministries, Administrative Departments, Municipals",Forestry,Other Income,14.2
Magway,income,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Other Income,0.035
Magway,income,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Other Income,0.341
Magway,income,"Ministries, Administrative Departments, Municipals",Public Works,Other Income,24.246
Magway,income,"Ministries, Administrative Departments, Municipals",Central Inland Freight Handling Committee,Other Income,0.002
Magway,income,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Other Income,6531.495
Magway,income,"Ministries, Administrative Departments, Municipals",Budget Department,Union Govt's Support Income,92000.016
Magway,income,"Ministries, Administrative Departments, Municipals",Budget Department,Borrowed Income,12363.574
Magway,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Ordinary Expenditure,5441.948
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Ordinary Expenditure,114.223
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Ordinary Expenditure,656.567
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Ordinary Expenditure,17.017
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Ordinary Expenditure,2107.175
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Agriculture Department,Ordinary Expenditure,1362.003
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Ordinary Expenditure,424.046
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Ordinary Expenditure,68.562
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Ordinary Expenditure,198.116
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Bee Department,Ordinary Expenditure,64.679
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Forestry,Ordinary Expenditure,1864.333
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Ordinary Expenditure,219.617
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Ordinary Expenditure,46.963
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Ordinary Expenditure,395.466
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Ordinary Expenditure,102.611
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Ordinary Expenditure,26943.509
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Central Inland Freight Handling Committee,Ordinary Expenditure,24.461
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Ordinary Expenditure,2969.584
Magway,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Grants,15
Magway,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Capital Expenditure,1054.751
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Capital Expenditure,36.16
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Capital Expenditure,0.18
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Forestry,Capital Expenditure,23.245
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Capital Expenditure,21.15
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Capital Expenditure,4.892
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Capital Expenditure,61.5
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Capital Expenditure,334.055
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Capital Expenditure,50213.755
Magway,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Capital Expenditure,15458.069
Magway,income,State Owned Enterprises,Myanma Motion Picture Enterprise,Other Income,25
Magway,income,State Owned Enterprises,Public Works,Other Income,25010
Magway,expenditure,State Owned Enterprises,Myanma Motion Picture Enterprise,Ordinary Expenditure,20.098
Magway,expenditure,State Owned Enterprises,Public Works,Ordinary Expenditure,24576.183
Magway,expenditure,State Owned Enterprises,Public Works,Capital Expenditure,1325.656
Mandalay,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Tax Revenue,7.538
Mandalay,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Other Income,2185.726
Mandalay,income,"High Court, Advocate General, Auditor General",Courts,Other Income,156.892
Mandalay,income,"High Court, Advocate General, Auditor General",Legal Offices,Other Income,2.65
Mandalay,income,"High Court, Advocate General, Auditor General",Accounting Offices,Other Income,0.499
Mandalay,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Union Govt's Support Income,1000
Mandalay,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Ordinary Expenditure,565.622
Mandalay,expenditure,"High Court, Advocate General, Auditor General",Region/State Hluttaw,Ordinary Expenditure,193.01
Mandalay,expenditure,"High Court, Advocate General, Auditor General",Courts,Ordinary Expenditure,996.672
Mandalay,expenditure,"High Court, Advocate General, Auditor General",Legal Offices,Ordinary Expenditure,519.901
Mandalay,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Ordinary Expenditure,905.771
Mandalay,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Grants,3185.726
Mandalay,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Capital Expenditure,1406
Mandalay,expenditure,"High Court, Advocate General, Auditor General",Courts,Capital Expenditure,282.165
Mandalay,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Capital Expenditure,37.5
Mandalay,income,"Ministries, Administrative Departments, Municipals",Excise Revenue,Tax Revenue,2746.8
Mandalay,income,"Ministries, Administrative Departments, Municipals",Land Revenue,Tax Revenue,1789.385
Mandalay,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Forest,Tax Revenue,84.777
Mandalay,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Minerals ,Tax Revenue,11.08
Mandalay,income,"Ministries, Administrative Departments, Municipals",Lakes/streams tax,Tax Revenue,143.525
Mandalay,income,"Ministries, Administrative Departments, Municipals",Property Tax,Tax Revenue,2480.223
Mandalay,income,"Ministries, Administrative Departments, Municipals",Wheel Tax,Tax Revenue,6106.661
Mandalay,income,"Ministries, Administrative Departments, Municipals",Revenue from Regional State Owned Enterprises,State-Owned Enterprises,58.133
Mandalay,income,"Ministries, Administrative Departments, Municipals",General Administration Department,Other Income,13.93
Mandalay,income,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Other Income,3.774
Mandalay,income,"Ministries, Administrative Departments, Municipals",Cooperative Department,Other Income,31.643
Mandalay,income,"Ministries, Administrative Departments, Municipals",Small Enterprises,Other Income,5.865
Mandalay,income,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Other Income,145.709
Mandalay,income,"Ministries, Administrative Departments, Municipals",Agriculture Department,Other Income,10.8
Mandalay,income,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Other Income,16
Mandalay,income,"Ministries, Administrative Departments, Municipals",Fisheries Department,Other Income,107
Mandalay,income,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Other Income,29.149
Mandalay,income,"Ministries, Administrative Departments, Municipals",Bee Department,Other Income,3.06
Mandalay,income,"Ministries, Administrative Departments, Municipals",Forestry,Other Income,43.135
Mandalay,income,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Other Income,0.035
Mandalay,income,"Ministries, Administrative Departments, Municipals",Budget Department,Other Income,0.5
Mandalay,income,"Ministries, Administrative Departments, Municipals",Planning Department,Other Income,0.022
Mandalay,income,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Other Income,5.73
Mandalay,income,"Ministries, Administrative Departments, Municipals",Public Works,Other Income,45.666
Mandalay,income,"Ministries, Administrative Departments, Municipals",Central Inland Freight Handling Committee,Other Income,0.002
Mandalay,income,"Ministries, Administrative Departments, Municipals",Mandalay City Development Committee,Other Income,14256.913
Mandalay,income,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Other Income,8380.5
Mandalay,income,"Ministries, Administrative Departments, Municipals",Mandalay City Development Committee,Capital Income,16949.6
Mandalay,income,"Ministries, Administrative Departments, Municipals",Budget Department,Union Govt's Support Income,27119.08
Mandalay,income,"Ministries, Administrative Departments, Municipals",Budget Department,Borrowed Income,4891.533
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Ordinary Expenditure,5774.493
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Ordinary Expenditure,144.362
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Ordinary Expenditure,836.535
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Ordinary Expenditure,60.395
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Ordinary Expenditure,2585.338
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Agriculture Department,Ordinary Expenditure,1754.488
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Ordinary Expenditure,430.555
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Ordinary Expenditure,231.8
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Ordinary Expenditure,239.104
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Bee Department,Ordinary Expenditure,81.117
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Forestry,Ordinary Expenditure,1200.35
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Dry Zone Greening,Ordinary Expenditure,616.937
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Ordinary Expenditure,322.349
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Ordinary Expenditure,49.661
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Ordinary Expenditure,555.992
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Ordinary Expenditure,155.323
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Ordinary Expenditure,8178.555
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Central Inland Freight Handling Committee,Ordinary Expenditure,32.479
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Mandalay City Development Committee,Ordinary Expenditure,20883.928
